country,year,value,category
Ireland,2013,1070.05,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2012,948.64,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2011,955.22,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2010,932.08,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2009,915.14,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2008,845.81,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2007,906.28,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2006,899.16,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2005,678.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2004,682.54,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2003,685.72,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2002,607.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2001,590.20,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2000,456.66,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1999,376.41,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1998,374.29,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1997,283.86,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1996,171.07,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1995,103.19,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1994,10.96,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1993,3.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1992,1.65,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1991,1.41,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1990,1.23,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2014,11977.71,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2013,11501.96,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2012,10844.35,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2011,10326.38,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2010,9725.27,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2009,9094.79,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2008,8379.20,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2007,7649.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2006,6810.98,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2005,5998.32,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2004,5122.71,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2003,4281.46,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2002,3466.48,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2001,2735.61,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,2000,2098.16,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1999,1956.03,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1998,1476.80,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1997,957.97,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1996,551.05,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1995,813.44,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1994,588.83,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1993,449.28,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1992,453.40,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1991,449.30,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1990,444.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2014,35784.94,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2013,32087.66,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2012,29348.39,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2011,26071.20,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2010,23304.97,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2009,20937.11,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2008,19284.82,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2007,16707.07,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2006,14626.96,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2005,12781.74,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2004,12420.81,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2003,16228.32,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2002,16236.29,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2001,19462.34,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2000,22851.86,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1999,24368.06,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1998,23741.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1997,24436.53,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1996,24597.86,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1995,25213.13,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1994,21051.90,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1993,18129.16,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1992,17767.22,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1991,17349.61,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,1990,15932.31,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2014,212.06,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2013,204.35,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2012,190.21,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2011,184.97,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2010,164.42,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2009,152.14,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2008,142.02,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2007,123.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2006,98.09,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2005,63.48,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2004,47.54,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2003,31.18,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2002,27.20,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2001,23.92,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2000,20.46,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1999,17.07,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1998,15.33,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1997,12.73,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1996,12.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1995,11.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2014,12.15,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2013,11.95,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2012,11.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2011,10.77,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2010,10.25,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2009,9.34,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2008,9.19,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2007,8.49,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2006,7.81,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2005,7.36,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2004,6.96,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2003,6.13,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2002,5.47,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2001,4.94,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2000,4.10,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1999,3.34,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1998,2.73,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1997,2.11,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1996,1.72,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1995,1.35,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1994,0.51,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1993,0.20,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1992,0.09,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1991,0.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1990,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2014,449.48,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2013,405.15,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2012,351.03,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2011,306.54,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2010,259.52,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2009,216.11,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2008,194.55,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2007,155.89,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2006,120.02,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2005,90.31,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2004,69.10,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2003,47.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2002,36.41,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2001,28.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2000,22.08,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1999,17.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1998,13.90,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1997,10.22,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1996,7.68,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1995,6.21,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1994,0.09,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1993,0.03,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2014,66.08,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2013,61.17,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2012,57.53,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2011,55.19,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2010,52.33,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2009,49.67,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2008,48.81,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2007,46.46,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2006,41.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2005,38.99,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2004,39.99,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2003,37.93,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2002,35.65,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2001,32.85,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2000,28.98,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1999,26.25,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1998,24.45,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1997,22.05,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1996,19.63,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1995,17.90,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1994,15.98,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1993,14.70,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1992,13.68,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1991,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1990,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2014,233.78,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2013,218.33,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2012,200.93,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2011,167.74,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2010,144.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2009,132.77,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2008,111.71,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2007,95.58,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2006,78.49,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2005,41.12,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2004,27.54,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2003,17.35,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2002,14.66,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2001,9.69,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2000,3.72,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1999,0.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1998,0.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1997,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1996,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1995,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1994,0.00,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2013,9.54,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2012,8.28,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2011,8.99,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2010,8.03,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2009,7.84,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2008,7.83,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2007,7.87,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2006,5.84,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2005,6.65,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2004,6.18,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2003,5.30,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2002,4.68,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2001,3.60,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2000,5.67,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1999,2.61,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1998,2.31,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1997,1.51,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1996,1.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1995,0.70,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1994,0.51,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1993,0.45,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1992,0.44,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1991,0.39,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1990,0.38,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2014,2241.16,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2013,2234.13,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2012,2191.50,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2011,2244.17,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2010,2484.84,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2009,2174.83,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2008,2082.44,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2007,1989.60,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2006,1862.22,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2005,1618.73,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2004,1801.65,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2003,1684.24,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2002,1926.80,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2001,1811.47,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2000,4713.27,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1999,5973.60,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1998,11549.21,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1997,10188.47,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1996,9590.24,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1995,7570.53,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1994,8159.28,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1993,6311.62,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1992,5621.29,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1991,4366.07,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1990,5606.33,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2014,1517.23,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2013,1518.45,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2012,1474.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2011,1479.43,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2010,1162.57,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2009,1095.80,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2008,1045.85,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2007,967.31,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2006,838.07,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2005,745.64,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2004,680.69,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2003,651.09,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2002,485.42,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2001,307.60,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2000,252.90,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1999,255.98,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1998,156.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1997,132.51,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1996,128.11,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1995,57.85,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1994,18.55,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1993,0.17,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1992,0.04,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2014,1187.55,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2013,1155.10,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2012,1140.97,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2011,1105.89,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2010,1064.60,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2009,856.15,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2008,806.14,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2007,715.38,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2006,678.09,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2005,614.39,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2004,597.30,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2003,557.83,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2002,578.47,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2001,473.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2000,383.59,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1999,316.37,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1998,244.45,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1997,191.94,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1996,130.01,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1995,92.30,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1994,49.88,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1993,31.64,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1992,19.95,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1991,9.91,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1990,0.04,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Poland,2014,8586.93,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Poland,2013,8091.92,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Poland,2012,7720.45,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
