Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
Iraq,all_energy_types,2003,0.818537042,2.844027643,132.953,25644.5,31.91861966,6.156589486,77.62975337
Iraq,coal,2003,0,0,132.953,25644.5,31.91861966,6.156589486,0
Iraq,natural_gas,2003,0.040672286,0.040672286,132.953,25644.5,31.91861966,6.156589486,4.629753373
Iraq,petroleum_n_other_liquids,2003,0.773521131,2.799011732,132.953,25644.5,31.91861966,6.156589486,73
Iraq,nuclear,2003,,,132.953,25644.5,31.91861966,6.156589486,0
Iraq,renewables_n_other,2003,0.004343625,0.004343625,132.953,25644.5,31.91861966,6.156589486,0
Ireland,all_energy_types,2003,0.612892272,0.036155408,203.9758,4004.605,153.0468727,3.004730325,42.0921186
Ireland,coal,2003,0.070994116,0,203.9758,4004.605,153.0468727,3.004730325,6.867976354
Ireland,natural_gas,2003,0.162178063,0.024693908,203.9758,4004.605,153.0468727,3.004730325,8.564680244
Ireland,petroleum_n_other_liquids,2003,0.364105675,0,203.9758,4004.605,153.0468727,3.004730325,26.659462
Ireland,nuclear,2003,,,203.9758,4004.605,153.0468727,3.004730325,0
Ireland,renewables_n_other,2003,0.015614418,0.0114615,203.9758,4004.605,153.0468727,3.004730325,0
Israel,all_energy_types,2003,0.842144208,0.001270614,181.306,6278.37,134.1342113,4.644877767,63.7720341
Israel,coal,2003,0.315438754,0,181.306,6278.37,134.1342113,4.644877767,28.34600988
Israel,natural_gas,2003,0.000705594,0.000705594,181.306,6278.37,134.1342113,4.644877767,0.018718225
Israel,petroleum_n_other_liquids,2003,0.530580126,0.000129645,181.306,6278.37,134.1342113,4.644877767,35.407306
Israel,nuclear,2003,,,181.306,6278.37,134.1342113,4.644877767,0
Israel,renewables_n_other,2003,-0.004580265,0.000435375,181.306,6278.37,134.1342113,4.644877767,0
Italy,all_energy_types,2003,7.916866387,1.190528969,2303.581,57358.9,138.0233301,3.436764927,457.8342808
Italy,coal,2003,0.564435968,0.002340948,2303.581,57358.9,138.0233301,3.436764927,52.39812872
Italy,natural_gas,2003,2.806400519,0.501626797,2303.581,57358.9,138.0233301,3.436764927,135.0532741
Italy,petroleum_n_other_liquids,2003,3.870674703,0.215435864,2303.581,57358.9,138.0233301,3.436764927,270.382878
Italy,nuclear,2003,,,2303.581,57358.9,138.0233301,3.436764927,0
Italy,renewables_n_other,2003,0.675355197,0.471125361,2303.581,57358.9,138.0233301,3.436764927,0
Jamaica,all_energy_types,2003,0.155216644,0.004869662,24.6687,2709.44,57.28735219,6.29204796,11.22226337
Jamaica,coal,2003,0.002301031,0,24.6687,2709.44,57.28735219,6.29204796,0.222263369
Jamaica,natural_gas,2003,0,0,24.6687,2709.44,57.28735219,6.29204796,0
Jamaica,petroleum_n_other_liquids,2003,0.151427237,0,24.6687,2709.44,57.28735219,6.29204796,11
Jamaica,nuclear,2003,,,24.6687,2709.44,57.28735219,6.29204796,0
Jamaica,renewables_n_other,2003,0.001488375,0.004869662,24.6687,2709.44,57.28735219,6.29204796,0
Japan,all_energy_types,2003,22.32688429,3.892472638,4758.91,128049,174.3620355,4.691596245,1232.0714
Japan,coal,2003,4.376124074,0.034290561,4758.91,128049,174.3620355,4.691596245,392.1341419
Japan,natural_gas,2003,3.312337229,0.120787471,4758.91,128049,174.3620355,4.691596245,169.9970221
Japan,petroleum_n_other_liquids,2003,10.93509201,0.028139242,4758.91,128049,174.3620355,4.691596245,669.940236
Japan,nuclear,2003,2.313584865,2.313584865,4758.91,128049,174.3620355,4.691596245,0
Japan,renewables_n_other,2003,1.38974611,1.3956705,4758.91,128049,174.3620355,4.691596245,0
Jordan,all_energy_types,2003,0.248989687,0.01201192,47.4366,5434.04,45.82036323,5.248894031,15.61218013
Jordan,coal,2003,2.19E-05,0,47.4366,5434.04,45.82036323,5.248894031,0.00403456
Jordan,natural_gas,2003,0.024403371,0.01146219,47.4366,5434.04,45.82036323,5.248894031,0.60814557
Jordan,petroleum_n_other_liquids,2003,0.22072163,4.35E-05,47.4366,5434.04,45.82036323,5.248894031,15
Jordan,nuclear,2003,,,47.4366,5434.04,45.82036323,5.248894031,0
Jordan,renewables_n_other,2003,0.003842767,0.00050625,47.4366,5434.04,45.82036323,5.248894031,0
Kazakhstan,all_energy_types,2003,2.270363451,4.752089129,199.055,15100,150.3551954,11.40570923,184.6099277
Kazakhstan,coal,2003,1.459974459,2.147566794,199.055,15100,150.3551954,11.40570923,124.3797052
Kazakhstan,natural_gas,2003,0.336322826,0.266070697,199.055,15100,150.3551954,11.40570923,29.23022257
Kazakhstan,petroleum_n_other_liquids,2003,0.368656128,2.251994263,199.055,15100,150.3551954,11.40570923,31
Kazakhstan,nuclear,2003,,,199.055,15100,150.3551954,11.40570923,0
Kazakhstan,renewables_n_other,2003,0.105410037,0.086457375,199.055,15100,150.3551954,11.40570923,0
Kenya,all_energy_types,2003,0.152195212,0.04384125,98.7788,34678.77,4.388714245,1.540767978,8.015417874
Kenya,coal,2003,0.003036456,0,98.7788,34678.77,4.388714245,1.540767978,0.315417874
Kenya,natural_gas,2003,0,0,98.7788,34678.77,4.388714245,1.540767978,0
Kenya,petroleum_n_other_liquids,2003,0.104720643,0,98.7788,34678.77,4.388714245,1.540767978,7.7
Kenya,nuclear,2003,,,98.7788,34678.77,4.388714245,1.540767978,0
Kenya,renewables_n_other,2003,0.044438113,0.04384125,98.7788,34678.77,4.388714245,1.540767978,0
Kiribati,all_energy_types,2003,0.000645183,0,0.168714,89.1534,7.236773506,3.82412226,0.03171
Kiribati,coal,2003,0,0,0.168714,89.1534,7.236773506,3.82412226,0
Kiribati,natural_gas,2003,0,0,0.168714,89.1534,7.236773506,3.82412226,0
Kiribati,petroleum_n_other_liquids,2003,0.000645183,0,0.168714,89.1534,7.236773506,3.82412226,0.03171
Kiribati,nuclear,2003,,,0.168714,89.1534,7.236773506,3.82412226,0
Kiribati,renewables_n_other,2003,0,0,0.168714,89.1534,7.236773506,3.82412226,0
Kosovo,all_energy_types,2003,,,,,,,
Kosovo,coal,2003,,,,,,,
Kosovo,natural_gas,2003,,,,,,,
Kosovo,petroleum_n_other_liquids,2003,,,,,,,
Kosovo,nuclear,2003,,,,,,,0
Kosovo,renewables_n_other,2003,,,,,,,0
Kuwait,all_energy_types,2003,0.963997192,5.14196681,117.314,2161.63,445.9584628,8.217239136,54.69437067
Kuwait,coal,2003,1.65E-06,0,117.314,2161.63,445.9584628,8.217239136,0.000291433
Kuwait,natural_gas,2003,0.336470726,0.336470726,117.314,2161.63,445.9584628,8.217239136,15.69407923
Kuwait,petroleum_n_other_liquids,2003,0.627524029,4.805496084,117.314,2161.63,445.9584628,8.217239136,39
Kuwait,nuclear,2003,,,117.314,2161.63,445.9584628,8.217239136,0
Kuwait,renewables_n_other,2003,7.82E-07,0,117.314,2161.63,445.9584628,8.217239136,0
Kyrgyzstan,all_energy_types,2003,0.204407161,0.145977632,14.8166,5013.54,40.77102427,13.79582097,5.878049937
Kyrgyzstan,coal,2003,0.026211964,0.006534934,14.8166,5013.54,40.77102427,13.79582097,2.123938052
Kyrgyzstan,natural_gas,2003,0.027250431,0.00099832,14.8166,5013.54,40.77102427,13.79582097,2.354111885
Kyrgyzstan,petroleum_n_other_liquids,2003,0.0207783,0.002961753,14.8166,5013.54,40.77102427,13.79582097,1.4
Kyrgyzstan,nuclear,2003,,,14.8166,5013.54,40.77102427,13.79582097,0
Kyrgyzstan,renewables_n_other,2003,0.130166466,0.135482625,14.8166,5013.54,40.77102427,13.79582097,0
Laos,all_energy_types,2003,0.039848553,0.034870322,17.0597,5576.64,7.145620557,2.33582967,0.470745234
Laos,coal,2003,0.000924531,0.006196322,17.0597,5576.64,7.145620557,2.33582967,0.070745234
Laos,natural_gas,2003,0,0,17.0597,5576.64,7.145620557,2.33582967,0
Laos,petroleum_n_other_liquids,2003,0.017168978,0,17.0597,5576.64,7.145620557,2.33582967,0.4
Laos,nuclear,2003,,,17.0597,5576.64,7.145620557,2.33582967,0
Laos,renewables_n_other,2003,0.021755044,0.028674,17.0597,5576.64,7.145620557,2.33582967,0
Latvia,all_energy_types,2003,0.166914955,0.023439375,35.5787,2276.52,73.3202232,4.691429268,7.883090458
Latvia,coal,2003,0.002447345,0,35.5787,2276.52,73.3202232,4.691429268,0.242522663
Latvia,natural_gas,2003,0.063567,0,35.5787,2276.52,73.3202232,4.691429268,3.188468795
Latvia,petroleum_n_other_liquids,2003,0.068290183,0,35.5787,2276.52,73.3202232,4.691429268,4.452099
Latvia,nuclear,2003,,,35.5787,2276.52,73.3202232,4.691429268,0
Latvia,renewables_n_other,2003,0.032610426,0.023439375,35.5787,2276.52,73.3202232,4.691429268,0
Lebanon,all_energy_types,2003,0.224403335,0.013658625,56.7029,4388.38,51.13580302,3.957528367,16.31282507
Lebanon,coal,2003,0.001663408,0,56.7029,4388.38,51.13580302,3.957528367,0.312825073
Lebanon,natural_gas,2003,0,0,56.7029,4388.38,51.13580302,3.957528367,0
Lebanon,petroleum_n_other_liquids,2003,0.207266118,0,56.7029,4388.38,51.13580302,3.957528367,16
Lebanon,nuclear,2003,,,56.7029,4388.38,51.13580302,3.957528367,0
Lebanon,renewables_n_other,2003,0.015473809,0.013658625,56.7029,4388.38,51.13580302,3.957528367,0
Lesotho,all_energy_types,2003,0.009063094,0.003290625,4.27926,2018.35,4.490348297,2.117911621,0.2
Lesotho,coal,2003,0,0,4.27926,2018.35,4.490348297,2.117911621,0
Lesotho,natural_gas,2003,0,0,4.27926,2018.35,4.490348297,2.117911621,0
Lesotho,petroleum_n_other_liquids,2003,0.005642813,0,4.27926,2018.35,4.490348297,2.117911621,0.2
Lesotho,nuclear,2003,,,4.27926,2018.35,4.490348297,2.117911621,0
Lesotho,renewables_n_other,2003,0.003420281,0.003290625,4.27926,2018.35,4.490348297,2.117911621,0
Liberia,all_energy_types,2003,0.007434339,0,2.86906,3070.25,2.421411717,2.591210823,0.5
Liberia,coal,2003,0,0,2.86906,3070.25,2.421411717,2.591210823,0
Liberia,natural_gas,2003,0,0,2.86906,3070.25,2.421411717,2.591210823,0
Liberia,petroleum_n_other_liquids,2003,0.007434339,0,2.86906,3070.25,2.421411717,2.591210823,0.5
Liberia,nuclear,2003,,,2.86906,3070.25,2.421411717,2.591210823,0
Liberia,renewables_n_other,2003,0,0,2.86906,3070.25,2.421411717,2.591210823,0
Libya,all_energy_types,2003,0.743902466,3.30084392,137.199,5620.54,132.3542695,5.422069154,45.94662026
Libya,coal,2003,0,0,137.199,5620.54,132.3542695,5.422069154,0
Libya,natural_gas,2003,0.175630324,0.203361428,137.199,5620.54,132.3542695,5.422069154,10.94662026
Libya,petroleum_n_other_liquids,2003,0.568272142,3.097482493,137.199,5620.54,132.3542695,5.422069154,35
Libya,nuclear,2003,,,137.199,5620.54,132.3542695,5.422069154,0
Libya,renewables_n_other,2003,0,0,137.199,5620.54,132.3542695,5.422069154,0
Lithuania,all_energy_types,2003,0.35055476,0.176844185,57.0869,3398.93,103.1367988,6.140721595,13.23862154
Lithuania,coal,2003,0.007033862,0,57.0869,3398.93,103.1367988,6.140721595,0.558642554
Lithuania,natural_gas,2003,0.106897446,0,57.0869,3398.93,103.1367988,6.140721595,5.409566988
Lithuania,petroleum_n_other_liquids,2003,0.101704148,0.016650205,57.0869,3398.93,103.1367988,6.140721595,7.270412
Lithuania,nuclear,2003,0.15685273,0.15685273,57.0869,3398.93,103.1367988,6.140721595,0
Lithuania,renewables_n_other,2003,-0.021933426,0.00334125,57.0869,3398.93,103.1367988,6.140721595,0
Luxembourg,all_energy_types,2003,0.17915314,0.001701,43.3631,452.462,395.9517928,4.131465234,10.48173307
Luxembourg,coal,2003,0.002125151,0,43.3631,452.462,395.9517928,4.131465234,0.274343231
Luxembourg,natural_gas,2003,0.046937696,0,43.3631,452.462,395.9517928,4.131465234,2.494491076
Luxembourg,petroleum_n_other_liquids,2003,0.115681172,0,43.3631,452.462,395.9517928,4.131465234,7.712898762
Luxembourg,nuclear,2003,,,43.3631,452.462,395.9517928,4.131465234,0
Luxembourg,renewables_n_other,2003,0.014409121,0.001701,43.3631,452.462,395.9517928,4.131465234,0
Macau,all_energy_types,2003,0.02682448,0,26.5962,460.157,58.29418993,1.008583164,1.802039614
Macau,coal,2003,3.01E-05,0,26.5962,460.157,58.29418993,1.008583164,0.002039614
Macau,natural_gas,2003,0,0,26.5962,460.157,58.29418993,1.008583164,0
Macau,petroleum_n_other_liquids,2003,0.026183639,0,26.5962,460.157,58.29418993,1.008583164,1.8
Macau,nuclear,2003,,,26.5962,460.157,58.29418993,1.008583164,0
Macau,renewables_n_other,2003,0.000610748,0,26.5962,460.157,58.29418993,1.008583164,0
Madagascar,all_energy_types,2003,0.031736791,0.0061155,25.9418,17279.1,1.836715499,1.223384298,2.321324195
Madagascar,coal,2003,0.000296538,0,25.9418,17279.1,1.836715499,1.223384298,0.021324195
Madagascar,natural_gas,2003,0,0,25.9418,17279.1,1.836715499,1.223384298,0
Madagascar,petroleum_n_other_liquids,2003,0.025324753,0,25.9418,17279.1,1.836715499,1.223384298,2.3
Madagascar,nuclear,2003,,,25.9418,17279.1,1.836715499,1.223384298,0
Madagascar,renewables_n_other,2003,0.0061155,0.0061155,25.9418,17279.1,1.836715499,1.223384298,0
Malawi,all_energy_types,2003,0.023703918,0.014197015,12.6938,12000.2,1.975293608,1.86736189,0.95273509
Malawi,coal,2003,0.001526771,0.002029916,12.6938,12000.2,1.975293608,1.86736189,0.15273509
Malawi,natural_gas,2003,0,0,12.6938,12000.2,1.975293608,1.86736189,0
Malawi,petroleum_n_other_liquids,2003,0.010270148,0,12.6938,12000.2,1.975293608,1.86736189,0.8
Malawi,nuclear,2003,,,12.6938,12000.2,1.975293608,1.86736189,0
Malawi,renewables_n_other,2003,0.011907,0.012167099,12.6938,12000.2,1.975293608,1.86736189,0
Malaysia,all_energy_types,2003,2.085993815,3.512124328,415.4031,24762.25,84.2408834,5.0216135,131.2059397
Malaysia,coal,2003,0.140716351,0.013876442,415.4031,24762.25,84.2408834,5.0216135,13.14571224
Malaysia,natural_gas,2003,0.890993212,1.777524021,415.4031,24762.25,84.2408834,5.0216135,47.09555968
Malaysia,petroleum_n_other_liquids,2003,0.99671136,1.663082239,415.4031,24762.25,84.2408834,5.0216135,70.96466774
Malaysia,nuclear,2003,,,415.4031,24762.25,84.2408834,5.0216135,0
Malaysia,renewables_n_other,2003,0.057572892,0.057641625,415.4031,24762.25,84.2408834,5.0216135,0
Maldives,all_energy_types,2003,0.008511355,0,4.24377,302.681,28.11988655,2.005611845,1
Maldives,coal,2003,0,0,4.24377,302.681,28.11988655,2.005611845,0
Maldives,natural_gas,2003,0,0,4.24377,302.681,28.11988655,2.005611845,0
Maldives,petroleum_n_other_liquids,2003,0.008511355,0,4.24377,302.681,28.11988655,2.005611845,1
Maldives,nuclear,2003,,,4.24377,302.681,28.11988655,2.005611845,0
Maldives,renewables_n_other,2003,0,0,4.24377,302.681,28.11988655,2.005611845,0
Mali,all_energy_types,2003,0.015452074,0.00236925,21.9717,11982.7,1.289531929,0.703271674,0.6
Mali,coal,2003,0,0,21.9717,11982.7,1.289531929,0.703271674,0
Mali,natural_gas,2003,0,0,21.9717,11982.7,1.289531929,0.703271674,0
Mali,petroleum_n_other_liquids,2003,0.013082824,0,21.9717,11982.7,1.289531929,0.703271674,0.6
Mali,nuclear,2003,,,21.9717,11982.7,1.289531929,0.703271674,0
Mali,renewables_n_other,2003,0.00236925,0.00236925,21.9717,11982.7,1.289531929,0.703271674,0
Malta,all_energy_types,2003,0.078912666,0,10.6282,399.867,197.3472834,7.424838276,2.900003287
Malta,coal,2003,9.02E-08,0,10.6282,399.867,197.3472834,7.424838276,3.29E-06
Malta,natural_gas,2003,0,0,10.6282,399.867,197.3472834,7.424838276,0
Malta,petroleum_n_other_liquids,2003,0.078912576,0,10.6282,399.867,197.3472834,7.424838276,2.9
Malta,nuclear,2003,,,10.6282,399.867,197.3472834,7.424838276,0
Malta,renewables_n_other,2003,0,0,10.6282,399.867,197.3472834,7.424838276,0
Martinique,all_energy_types,2003,0.033122802,0.000151875,6.35436,394.534,83.95424003,5.212610261,2.1
Martinique,coal,2003,0,0,6.35436,394.534,83.95424003,5.212610261,0
Martinique,natural_gas,2003,0,0,6.35436,394.534,83.95424003,5.212610261,0
Martinique,petroleum_n_other_liquids,2003,0.032970927,0,6.35436,394.534,83.95424003,5.212610261,2.1
Martinique,nuclear,2003,,,6.35436,394.534,83.95424003,5.212610261,0
Martinique,renewables_n_other,2003,0.000151875,0.000151875,6.35436,394.534,83.95424003,5.212610261,0
Mauritania,all_energy_types,2003,0.019946958,0.000415125,10.1048,2866.61,6.958378684,1.974008186,3.1
Mauritania,coal,2003,0,0,10.1048,2866.61,6.958378684,1.974008186,0
Mauritania,natural_gas,2003,0,0,10.1048,2866.61,6.958378684,1.974008186,0
Mauritania,petroleum_n_other_liquids,2003,0.019531833,0,10.1048,2866.61,6.958378684,1.974008186,3.1
Mauritania,nuclear,2003,,,10.1048,2866.61,6.958378684,1.974008186,0
Mauritania,renewables_n_other,2003,0.000415125,0.000415125,10.1048,2866.61,6.958378684,1.974008186,0
Mauritius,all_energy_types,2003,0.056166778,0.005538375,15.13736,1208.993,46.45748824,3.710473826,3.651702707
Mauritius,coal,2003,0.008134057,0,15.13736,1208.993,46.45748824,3.710473826,0.751702707
Mauritius,natural_gas,2003,0,0,15.13736,1208.993,46.45748824,3.710473826,0
Mauritius,petroleum_n_other_liquids,2003,0.042494346,0,15.13736,1208.993,46.45748824,3.710473826,2.9
Mauritius,nuclear,2003,,,15.13736,1208.993,46.45748824,3.710473826,0
Mauritius,renewables_n_other,2003,0.005538375,0.005538375,15.13736,1208.993,46.45748824,3.710473826,0
Mexico,all_energy_types,2003,6.703134151,10.14394162,1684.366,103276.5,64.90473778,3.979618534,389.4193598
Mexico,coal,2003,0.447298779,0.252635449,1684.366,103276.5,64.90473778,3.979618534,36.19693912
Mexico,natural_gas,2003,1.984741705,1.47960375,1684.366,103276.5,64.90473778,3.979618534,95.07339791
Mexico,petroleum_n_other_liquids,2003,3.871577113,8.023308549,1684.366,103276.5,64.90473778,3.979618534,258.1490228
Mexico,nuclear,2003,0.100398375,0.100398375,1684.366,103276.5,64.90473778,3.979618534,0
Mexico,renewables_n_other,2003,0.29911818,0.2879955,1684.366,103276.5,64.90473778,3.979618534,0
Micronesia,all_energy_types,2003,0.002045627,0,,,0,0,0
Micronesia,coal,2003,0,0,,,0,0,0
Micronesia,natural_gas,2003,0,0,,,0,0,
Micronesia,petroleum_n_other_liquids,2003,0.002045627,0,,,0,0,
Micronesia,nuclear,2003,0,0,,,0,0,0
Micronesia,renewables_n_other,2003,0,0,,,0,0,0
Moldova,all_energy_types,2003,0.134519299,0.00362475,16.1595,3618.3,37.17748639,8.324471611,6.321864883
Moldova,coal,2003,0.005562515,0,16.1595,3618.3,37.17748639,8.324471611,0.335916857
Moldova,natural_gas,2003,0.087243589,0,16.1595,3618.3,37.17748639,8.324471611,4.385948026
Moldova,petroleum_n_other_liquids,2003,0.025950294,0,16.1595,3618.3,37.17748639,8.324471611,1.6
Moldova,nuclear,2003,,,16.1595,3618.3,37.17748639,8.324471611,0
Moldova,renewables_n_other,2003,0.015762902,0.00362475,16.1595,3618.3,37.17748639,8.324471611,0
Mongolia,all_energy_types,2003,0.149503012,0.140350778,10.7247,2468.76,60.55793658,13.94006466,14.28647842
Mongolia,coal,2003,0.12629092,0.139250621,10.7247,2468.76,60.55793658,13.94006466,12.78647842
Mongolia,natural_gas,2003,0,0,10.7247,2468.76,60.55793658,13.94006466,0
Mongolia,petroleum_n_other_liquids,2003,0.022651384,0.001099019,10.7247,2468.76,60.55793658,13.94006466,1.5
Mongolia,nuclear,2003,,,10.7247,2468.76,60.55793658,13.94006466,0
Mongolia,renewables_n_other,2003,0.000560707,1.14E-06,10.7247,2468.76,60.55793658,13.94006466,0
Montenegro,all_energy_types,2003,,,,,,,
Montenegro,coal,2003,,,,,,,
Montenegro,natural_gas,2003,,,,,,,
Montenegro,petroleum_n_other_liquids,2003,,,,,,,
Montenegro,nuclear,2003,,,,,,,0
Montenegro,renewables_n_other,2003,,,,,,,0
Montserrat,all_energy_types,2003,0.000572051,0,,,0,0,0.05403
Montserrat,coal,2003,0,0,,,0,0,0
Montserrat,natural_gas,2003,0,0,,,0,0,0
Montserrat,petroleum_n_other_liquids,2003,0.000572051,0,,,0,0,0.05403
Montserrat,nuclear,2003,,,,,0,0,0
Montserrat,renewables_n_other,2003,0,0,,,0,0,0
Morocco,all_energy_types,2003,0.453717086,0.019565752,148.577,29782.9,15.23414731,3.053750487,32.73981993
Morocco,coal,2003,0.11596573,0.000651647,148.577,29782.9,15.23414731,3.053750487,11.64173193
Morocco,natural_gas,2003,0.00184874,0.00184874,148.577,29782.9,15.23414731,3.053750487,0.098087995
Morocco,petroleum_n_other_liquids,2003,0.314421299,0.000418852,148.577,29782.9,15.23414731,3.053750487,21
Morocco,nuclear,2003,,,148.577,29782.9,15.23414731,3.053750487,0
Morocco,renewables_n_other,2003,0.021481317,0.016646513,148.577,29782.9,15.23414731,3.053750487,0
Mozambique,all_energy_types,2003,0.134748645,0.113221151,14.31969,19331.07,6.970573551,9.410025305,1.717705594
Mozambique,coal,2003,0,0.000913166,14.31969,19331.07,6.970573551,9.410025305,0
Mozambique,natural_gas,2003,0.002957984,0.002957984,14.31969,19331.07,6.970573551,9.410025305,0.117705594
Mozambique,petroleum_n_other_liquids,2003,0.026746605,0,14.31969,19331.07,6.970573551,9.410025305,1.6
Mozambique,nuclear,2003,,,14.31969,19331.07,6.970573551,9.410025305,0
Mozambique,renewables_n_other,2003,0.105044056,0.10935,14.31969,19331.07,6.970573551,9.410025305,0
Namibia,all_energy_types,2003,0.050771209,0.015157125,13.3927,1879.11,27.01875305,3.790961422,2.203656945
Namibia,coal,2003,0.00021509,0,13.3927,1879.11,27.01875305,3.790961422,0.003656945
Namibia,natural_gas,2003,0,0,13.3927,1879.11,27.01875305,3.790961422,0
Namibia,petroleum_n_other_liquids,2003,0.03087127,0,13.3927,1879.11,27.01875305,3.790961422,2.2
Namibia,nuclear,2003,,,13.3927,1879.11,27.01875305,3.790961422,0
Namibia,renewables_n_other,2003,0.019684849,0.015157125,13.3927,1879.11,27.01875305,3.790961422,0
Nauru,all_energy_types,2003,0.001191369,0,,,0,0,0.2
Nauru,coal,2003,0,0,,,0,0,0
Nauru,natural_gas,2003,0,0,,,0,0,0
Nauru,petroleum_n_other_liquids,2003,0.001191369,0,,,0,0,0.2
Nauru,nuclear,2003,,,,,0,0,0
Nauru,renewables_n_other,2003,0,0,,,0,0,0
Nepal,all_energy_types,2003,0.0586709,0.022860227,49.9861,25080.9,2.339266117,1.173744292,2.461918037
Nepal,coal,2003,0.00475121,0.000180227,49.9861,25080.9,2.339266117,1.173744292,0.361918037
Nepal,natural_gas,2003,0,0,49.9861,25080.9,2.339266117,1.173744292,0
Nepal,petroleum_n_other_liquids,2003,0.031430762,0,49.9861,25080.9,2.339266117,1.173744292,2.1
Nepal,nuclear,2003,,,49.9861,25080.9,2.339266117,1.173744292,0
Nepal,renewables_n_other,2003,0.022488928,0.02268,49.9861,25080.9,2.339266117,1.173744292,0
Netherlands,all_energy_types,2003,4.173259133,2.530078653,737.08,16233.47,257.0774537,5.661880845,240.4840866
Netherlands,coal,2003,0.341651159,0,737.08,16233.47,257.0774537,5.661880845,31.31771406
Netherlands,natural_gas,2003,1.579401362,2.302690914,737.08,16233.47,257.0774537,5.661880845,83.22991798
Netherlands,petroleum_n_other_liquids,2003,2.09987311,0.134080386,737.08,16233.47,257.0774537,5.661880845,125.9364546
Netherlands,nuclear,2003,0.037123728,0.037123728,737.08,16233.47,257.0774537,5.661880845,0
Netherlands,renewables_n_other,2003,0.115209775,0.056183625,737.08,16233.47,257.0774537,5.661880845,0
Netherlands Antilles,all_energy_types,2003,0.185157851,0.00030375,2.8519,128.422,,,11
Netherlands Antilles,coal,2003,0,0,2.8519,128.422,,,0
Netherlands Antilles,natural_gas,2003,0,0,2.8519,128.422,,,0
Netherlands Antilles,petroleum_n_other_liquids,2003,0.184854101,0,2.8519,128.422,,,11
Netherlands Antilles,nuclear,2003,,,2.8519,128.422,,,0
Netherlands Antilles,renewables_n_other,2003,0.00030375,0.00030375,2.8519,128.422,,,0
New Caledonia,all_energy_types,2003,0.038289173,0.003290625,,,0,0,2.260274123
New Caledonia,coal,2003,0.007388071,0,,,0,0,0.660274123
New Caledonia,natural_gas,2003,0,0,,,0,0,0
New Caledonia,petroleum_n_other_liquids,2003,0.027610477,0,,,0,0,1.6
New Caledonia,nuclear,2003,,,,,0,0,0
New Caledonia,renewables_n_other,2003,0.003290625,0.003290625,,,0,0,0
New Zealand,all_energy_types,2003,0.810967605,0.622290912,127.3435,3998.65,202.8103497,6.368347067,36.69174455
New Zealand,coal,2003,0.073731082,0.126328462,127.3435,3998.65,202.8103497,6.368347067,4.999741121
New Zealand,natural_gas,2003,0.170602103,0.169870377,127.3435,3998.65,202.8103497,6.368347067,11.87904643
New Zealand,petroleum_n_other_liquids,2003,0.295492459,0.055086324,127.3435,3998.65,202.8103497,6.368347067,19.812957
New Zealand,nuclear,2003,,,127.3435,3998.65,202.8103497,6.368347067,0
New Zealand,renewables_n_other,2003,0.27114196,0.27100575,127.3435,3998.65,202.8103497,6.368347067,0
Nicaragua,all_energy_types,2003,0.063831949,0.007041938,20.1229,5292.12,12.06169729,3.172104889,3.9
Nicaragua,coal,2003,0,0,20.1229,5292.12,12.06169729,3.172104889,0
Nicaragua,natural_gas,2003,0,0,20.1229,5292.12,12.06169729,3.172104889,0
Nicaragua,petroleum_n_other_liquids,2003,0.05682072,0,20.1229,5292.12,12.06169729,3.172104889,3.9
Nicaragua,nuclear,2003,,,20.1229,5292.12,12.06169729,3.172104889,0
Nicaragua,renewables_n_other,2003,0.00701123,0.007041938,20.1229,5292.12,12.06169729,3.172104889,0
Niger,all_energy_types,2003,0.012961611,0.003823926,12.3001,12648,1.024795283,1.053780924,1.122691568
Niger,coal,2003,0.003439307,0.003823926,12.3001,12648,1.024795283,1.053780924,0.322691568
Niger,natural_gas,2003,0,0,12.3001,12648,1.024795283,1.053780924,0
Niger,petroleum_n_other_liquids,2003,0.008720484,0,12.3001,12648,1.024795283,1.053780924,0.8
Niger,nuclear,2003,,,12.3001,12648,1.024795283,1.053780924,0
Niger,renewables_n_other,2003,0.00080182,0,12.3001,12648,1.024795283,1.053780924,0
Nigeria,all_energy_types,2003,0.954168226,5.708586064,470.191,131900.5,7.23400007,2.029320481,56.53172321
Nigeria,coal,2003,0.000592087,0.000592036,470.191,131900.5,7.23400007,2.029320481,0.054930216
Nigeria,natural_gas,2003,0.314655591,0.750588542,470.191,131900.5,7.23400007,2.029320481,12.47679299
Nigeria,petroleum_n_other_liquids,2003,0.564263653,4.882612111,470.191,131900.5,7.23400007,2.029320481,44
Nigeria,nuclear,2003,,,470.191,131900.5,7.23400007,2.029320481,0
Nigeria,renewables_n_other,2003,0.074656895,0.074793375,470.191,131900.5,7.23400007,2.029320481,0
Niue,all_energy_types,2003,8.99E-05,0,,,0,0,0.00318
Niue,coal,2003,0,0,,,0,0,0
Niue,natural_gas,2003,0,0,,,0,0,0
Niue,petroleum_n_other_liquids,2003,8.99E-05,0,,,0,0,0.00318
Niue,nuclear,2003,,,,,0,0,0
Niue,renewables_n_other,2003,0,0,,,0,0,0
North Korea,all_energy_types,2003,0.927382015,0.722513679,41.1987,23542.4,39.39199126,22.50998248,81.73657489
North Korea,coal,2003,0.760047615,0.605033304,41.1987,23542.4,39.39199126,22.50998248,77.73657489
